1;18.37
2;18.33
3;18.4
4;18.38
5;18.34
6;18.2
7;18.44
8;18.59
9;18.64
10;18.65
11;18.69
12;18.73
13;18.63
14;18.86
15;19.01
16;18.95
17;19.12
18;19.2
19;19.14
20;18.76
21;18.81
22;18.85
23;18.99
24;18.64
25;18.57
26;18.56
27;18.6
28;18.23
29;17.73
30;17.71
31;17.62
32;17.61
33;17.61
34;17.5
35;17.45
